ID,Text,Translation
6377,"New Buildings: <em>Smart Homes</em> (<buildinginfo('SmartHome_Small')>), <em>Smart Complex</em> (<buildinginfo('SmartHome')>) <if_all(has_dlc('kerwin'))>, <em>Smart Apartments</em> (<buildinginfo('SmartApartmentsCCP1')>) </if>- Provides a very comfortable living space for Colonists. Residents will recover Sanity when resting.
New Building: <em>Hotel</em> (<buildinginfo('Hotel')>) - Provides luxurious hotel rooms for Tourists and Colonists. Tourists gain satisfaction when resting.<if_all(has_dlc('kerwin'))>
New Building: <em>Retirement Home</em> (<buildinginfo('SeniorsResidenceCCP1')>) - Provides very comfortable living space for Seniors.</if>

<grey>Perfecting the Martian household - for a better life beyond Earth.</grey>","Công trình mới: <em>Nhà thông minh</em> (<buildinginfo('SmartHome_Small')>), <em>Khu phức hợp thông minh</em> (<buildinginfo('SmartHome')>) <if_all(has_dlc('kerwin'))>, <em>Căn hộ thông minh</em> (<buildinginfo('SmartApartmentsCCP1')>) </if>- Mang đến không gian sống vô cùng thoải mái cho cư dân. Cư dân sẽ hồi phục tỉnh táo khi nghỉ ngơi.
Công trình mới: <em>Khách sạn</em> (<buildinginfo('Hotel')>) - Cung cấp phòng khách sạn sang trọng cho khách du lịch và cư dân. Khách du lịch đạt được sự hài lòng khi nghỉ ngơi.<if_all(has_dlc('kerwin'))>
Công trình mới: <em>Viện dưỡng lão</em> (<buildinginfo('SeniorsResidenceCCP1')>) - Cung cấp không gian sống rất thoải mái cho người cao niên.</if>

<grey>Hoàn thiện hộ gia đình sao Hỏa - vì cuộc sống tốt đẹp hơn bên ngoài Trái đất.</grey>"
3533,Smart Home,Nhà thông minh
8638,"New Building: <em>Electronics Factory</em> (<buildinginfo('ElectronicsFactory')>) - Produces Electronics from Rare Metals.

<grey>""In the end, I hope there's a little note somewhere that says I designed a good computer.""
<right>Steve Wozniak</grey><left>","Công trình mới: <em>Nhà máy điện tử</em> (<buildinginfo('ElectronicsFactory')>) - Sản xuất thiết bị điện tử từ kim loại hiếm.

<grey>""Cuối cùng - tôi hy vọng có một ghi chú nhỏ ở đâu đó nói rằng tôi đã thiết kế một chiếc máy tính tốt.""
<right>Steve Wozniak</grey><left>"
8637,Micro Manufacturing,Sản xuất vi mô
8861,"New Building: <em>Large Water Tank</em> (<buildinginfo('LargeWaterTank')>) - stores very large amounts of water.
<if(has_dlc('contentpack3'))>New Building: <em>Large Oxygen Tank</em> (<buildinginfo('OxygenTank_Large')>) - stores very large amounts of oxygen.</if>

<grey>""If there's magic on this planet, it is contained in water.""
<right>Loren Eiseley</grey><left>","Công trình mới: <em>Bể nước lớn</em> (<buildinginfo('LargeWaterTank')>) - Lưu trữ một lượng nước rất lớn.
<if(has_dlc('contentpack3'))>Công trình mới: <em>Bình ôxy lớn</em> (<buildinginfo('OxygenTank_Large')>) - Lưu trữ một lượng ôxy rất lớn.</if>

<grey>""Nếu có phép thuật trên hành tinh này, nó được chứa trong nước.""
<right>Loren Eiseley</grey><left>"
8860,Mega Storage,Lưu trữ Mega
6378,"New Spire Building: <em>Arcology</em> (<buildinginfo('Arcology')>) - provides comfortable living space for many colonists.

<grey>Martian settlements are becoming less just mere shelters and more of fully fledged cities –cities with unique vibes and even architecture.</grey>","Công trình Spire mới: <em>Arcology</em> (<buildinginfo('Arcology')>) - Cung cấp không gian sống thoải mái cho nhiều cư dân.

<grey>Khu định cư trên sao Hỏa ngày càng trở nên không chỉ là những nơi trú ẩn đơn thuần và ngày càng có nhiều thành phố hoàn chỉnh - những khu đô thị với những rung cảm độc đáo và thậm chí cả kiến trúc.</grey>"
3534,Arcology,
6380,"Building construction costs in <em>Metals & Concrete</em> reduced by <param1>% (excluding Domes).

<grey>A mix of off-world pride, a unique and ambitious style, and inspired creativity has resulted in more efficient structural design.</grey>","Chi phí xây dựng công trình bằng <em>kim loại & bê tông</em> giảm <param1>% (không bao gồm mái vòm).

<grey>Sự kết hợp giữa niềm tự hào ngoài thế giới, phong cách độc đáo và đầy tham vọng, và sự sáng tạo đầy cảm hứng đã dẫn đến thiết kế kết cấu hiệu quả hơn.</grey>"
6379,Mars Nouveau,
6382,"<em>Out-Dome buildings</em> require maintenance less often.

<grey>There is a difference between knowing that conditions on Mars will take a heavy toll on man-made buildings and actually experiencing and fixing the damage done. The latter paints a better picture for improvement.</grey>","Công trình <em>ngoài mái vòm</em> yêu cầu bảo trì ít thường xuyên hơn.

<grey>Có một sự khác biệt giữa việc biết rằng điều kiện trên sao Hỏa sẽ gây thiệt hại nặng nề cho công trình nhân tạo và thực sự phải trải qua và khắc phục những thiệt hại đã gây ra. Cái sau vẽ một bức tranh tốt hơn để cải thiện.</grey>"
6381,Resilient Architecture,Kiến trúc đàn hồi
12375,"Allows the <em>construction</em> of Rockets on Mars. <em>Passenger Rockets</em> carry <param1> more Colonists.

<grey>Cutting edge methods in space optimization and Comfort-centric designs make for a more practical Passenger Module.</grey>","Cho phép <em>xây </em> Tên lửa trên sao Hỏa. <em>Tên lửa hành khách</em> mang theo <param1> nhiều cư dân hơn.

<grey>Phương pháp tiên tiến trong việc tối ưu hóa không gian và thiết kế lấy Tiện nghi làm trung tâm tạo nên mô-đun hành khách thiết thực hơn.</grey>"
12376,Advanced Rocketry,Tên lửa nâng cao
6386,"New Dome: <em>Mega</em> (<buildinginfo('DomeMega')>) - The most advanced and spacious Dome design.
New Dome: <em>Mega Trigon</em> (<buildinginfo('DomeMegaTrigon')>) - A bigger triangle Dome.

<grey>We have reached a proficiency in engineering that surpasses the most ambitious architectural achievements on Earth.</grey>","Mái vòm mới: <em>Mega</em> (<buildinginfo('DomeMega')>) - Thiết kế mái vòm rộng rãi và tiên tiến nhất.
Mái vòm mới: <em>Mega Trigon</em> (<buildinginfo('DomeMegaTrigon')>) - Một mái vòm hình tam giác lớn hơn.

<grey>Chúng ta đã đạt đến trình độ kỹ thuật vượt trội so với những thành tựu kiến trúc đầy tham vọng nhất trên Trái đất.</grey>"
6385,Gravity Engineering,Kỹ thuật trọng lực
6390,"<em>Rare Metals Extractor</em> production increased by <param1>%.

<grey>Introducing state of the art plasma torches to our Rare Metals Extractors show a great promise for boosts in production.</grey>","Sản lượng <em>Máy chiết xuất kim loại hiếm</em> tăng <param1>%.

<grey>Việc giới thiệu ngọn đuốc plasma hiện đại cho máy chiết xuất kim loại hiếm của chúng ta cho thấy một hứa hẹn lớn về việc thúc đẩy sản xuất.</grey>"
6389,Plasma Cutters,Máy cắt Plasma
7671,"New Building: <em>Waste Rock Processor</em> (<buildinginfo('WasteRockProcessor')>) - slowly converts Waste Rock into Concrete.

<grey>The utilization of lots of waste rock by reprocessing it into becoming concrete-grade regolith as part of our ""Nothing Is Wasted"" efficiency policy.</grey>","Công trình mới: <em>Bộ xử lý đá thải</em> (<buildinginfo('WasteRockProcessor')>) - Từ từ chuyển đá thải thành bê tông.

<grey>Việc sử dụng rất nhiều đá thải bằng cách tái chế để trở thành đá vôi cấp bê tông như một phần của chính sách hiệu quả ""Không có gì bị lãng phí"" của chúng ta.</grey>"
6393,Waste Rock Liquefaction,Hóa lỏng đá thải
6396,"Wonder: <em>Space Elevator</em> (<buildinginfo('SpaceElevator')>) - Exports Rare Metals to Earth and offers resupply materials and prefabs at preferential prices.

<grey>""The space elevator will be built about 50 years after everyone stops laughing.""
<right>Arthur C. Clarke</grey><left>","Kỳ quan: <em>Thang máy vũ trụ</em> (<buildinginfo('SpaceElevator')>) - Xuất khẩu kim loại hiếm cho Trái đất và cung cấp vật liệu tiếp tế và lắp sẵn với giá ưu đãi.

<grey>""Thang máy vũ trụ sẽ được xây khoảng 50 năm sau khi mọi người ngừng cười.""
<right>Arthur C. Clarke</grey><left>"
6395,Orbital Engineering,Kỹ thuật quỹ đạo
6609,"A ""surface scratcher"" step towards understanding the elusive chemical properties of the mystery Cubes, what dangers the Cubes might pose and how to manage them.","Một bước ""cào bề mặt"" nhằm tìm hiểu đặc tính hóa học khó nắm bắt của khối bí ẩn, những nguy hiểm mà khối có thể gây ra và cách quản lý chúng.Một bước ""cào bề mặt"" nhằm tìm hiểu đặc tính hóa học khó nắm bắt của khối bí ẩn, những nguy hiểm mà khối có thể gây ra và cách quản lý chúng."
6608,Dark Spectrometry,Phép đo phổ tối
6611,The Spontaneous High-Energy Particle Interception and Deflection technology allows our Sensor Towers to detect and guide the materialization of a Black Cube to a safe location.,Công nghệ đánh chặn và làm lệch hạt năng lượng cao tự phát cho phép tháp cảm biến của chúng ta phát hiện và hướng dẫn việc vật chất của Khối đen đến vị trí an toàn.
6610,S.H.E.P.I.D.,V.Ỏ.B.Ọ.C.
6613,Aims to find a way to capture and dismantle an alien Dredger by studying its structure and physical properties.,Nhằm mục đích tìm cách bắt và phá hủy máy nạo vét ngoài hành tinh bằng cách nghiên cứu cấu trúc và đặc tính vật lý của nó.
6612,Dredger Morphology,Hình thái máy nạo vét
6615,An attempt to decode the transmissions sent out by Dredgers in order to predict their behavior and landing sites.,Nỗ lực giải mã đường truyền do máy nạo vét gửi đi để dự đoán hành vi và địa điểm hạ cánh của chúng.
6614,Dredger Wavelength Decoding,Giải mã bước sóng máy nạo vét
6617,"Water Extractor, Concrete Extractor, Metals Extractor and Rare Metals Extractor gain +<param1>% bonus production.

<grey>Studying the behavior and structure of the Dredgers, our scientists are able to develop revolutionary advancements in mining equipment and archaeological survey</grey>

","Máy chiết xuất nước, Máy chiết xuất bê tông, Máy chiết xuất kim loại và Máy chiết xuất kim loại hiếm tăng sản lượng thưởng + <param1>%.

<grey>Nghiên cứu hành vi và cấu trúc của tàu nạo vét, nhà khoa học của chúng ta có thể phát triển những tiến bộ mang tính cách mạng trong thiết bị khai thác và khảo sát khảo cổ</grey>"
6616,Xeno-Extraction,Chiết xuất Xeno
6619,"Decoy Building that keeps single Spheres into captivity.

<grey>A theory on the purpose of the Spheres, how they navigate and how to contain the threat that they represent.</grey> 

","Công trình mồi nhử giữ Sphere đơn lẻ trong tình trạng bị giam cầm.

<grey>Một lý thuyết về mục đích của Sphere, cách chúng điều hướng và cách ngăn chặn mối đe dọa mà chúng đại diện.</grey> "
6618,Purpose of the Spheres,Mục đích của Sphere
6621,A way to immunize our colonists from the negative health effects of the Mirror Spheres.,Một cách để miễn dịch cho cư dân của chúng ta khỏi những tác động tiêu cực đến sức khỏe của Gương Sphere.
6620,Sphere Protection,Bảo vệ Sphere
6623,"Mirror Spheres in captivity may be broken down to their building parts.

<grey>An attempt at understanding the climate changing devices that are the Mirror Spheres.</grey>

","Gương Sphere trong điều kiện nuôi nhốt có thể bị phân hủy thành linh kiện xây chúng.

<grey>Nỗ lực tìm hiểu thiết bị thay đổi khí hậu là Gương Sphere.</grey>"
6622,Xeno-Terraforming,Tạo hình Xeno
7299,Push to decipher the Dreamers’ brain patterns while in trance.,Đẩy để giải mã mẫu não của kẻ mộng mơ khi đang trong trạng thái thôi miên.
6624,Dream Simulation,Mô phỏng giấc mơ
7300,Track down Number Six's physical location.,Theo dõi vị trí thực tế của Số 6.
6625,Number Six Tracing,Truy tìm Số 6
7302,A stationary turret that protects the nearby area from hostile vehicles and incoming meteors.,Một tháp pháo cố định bảo vệ khu vực gần đó khỏi phương tiện thù địch và thiên thạch bay tới.
7301,Defence Turret,Tháp phòng thủ
8451,"Focus your research to help the development of the Beyond Earth Initiative projects. Each time the research is completed you can refocus your research towards a new project.

This tech is <em>repeatable</em> and can be researched multiple times.

<grey>""The human race is a remarkable creature, one with great potential which I hope the Beyond Earth initiative will display for all to believe in.""
<right>Rede Goddenberry<left></grey>","Tập trung nghiên cứu của bạn để giúp phát triển dự án sáng kiến ngoài Trái đất. Mỗi khi nghiên cứu được hoàn thành, bạn có thể tập trung lại nghiên cứu của mình cho một dự án mới.

Công nghệ này <em>có thể lặp lại</em> và có thể được nghiên cứu nhiều lần.

<grey>""Loài người là một sinh vật đáng chú ý, một sinh vật có tiềm năng to lớn mà tôi hy vọng sáng kiến ngoài Trái đất sẽ hiển thị cho tất cả mọi người tin tưởng.""
<right>Rede Goddenberry<left></grey>"
